0,0_x,0_y,Adipose_Subcutaneous,Adipose_Visceral_Omentum,Adrenal_Gland,Artery_Aorta,Artery_Coronary,Artery_Tibial,Bladder,Brain_Amygdala,Brain_Anterior_cingulate_cortex_BA24,Brain_Caudate_basal_ganglia,Brain_Cerebellar_Hemisphere,Brain_Cerebellum,Brain_Cortex,Brain_Frontal_Cortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleus_accumbens_basal_ganglia,Brain_Putamen_basal_ganglia,Brain_Spinal_cord_cervical_c_1,Brain_Substantia_nigra,Breast_Mammary_Tissue,Cells_EBV_transformed_lymphocytes,Cells_Transformed_fibroblasts,Cervix_Ectocervix,Cervix_Endocervix,Colon_Sigmoid,Colon_Transverse,Esophagus_Gastroesophageal_Junction,Esophagus_Mucosa,Esophagus_Muscularis,Fallopian_Tube,Heart_Atrial_Appendage,Heart_Left_Ventricle,Kidney_Cortex,Liver,Lung,Minor_Salivary_Gland,Muscle_Skeletal,Nerve_Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin_Not_Sun_Exposed_Suprapubic,Skin_Sun_Exposed_Lower_leg,Small_Intestine_Terminal_Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole_Blood,MedianExp
ENSG00000000457,ENSG00000000457,ENSG00000000457,0.012502264179358052,-0.0004669282522143783,0.016967358529128788,-0.00029057831508237723,8.161891571270886e-06,0.00011439858551666527,0.0021308484223135265,0.008483679264564394,0.010939481156938298,0.01004646228698415,0.01607433965917464,0.012948773614335126,-0.0026941657890001782,0.0033488207623280503,0.009376698134518541,-0.002913690265144347,0.011832500026892442,0.009599952852007074,0.012948773614335126,0.010939481156938298,0.029916132143463916,0.0018801706735895236,-0.0003566529587566843,0.0011719398994726523,0.022325471748853663,0.017190613246617324,0.00014920869927161572,-0.0002206314575020651,0.00023058376088520572,0.017190613246617324,0.0225487264663422,0.007367405677121709,-0.0038470193166778455,0.017860377399082934,0.012502264179358052,0.020539434008945368,0.007590660394610246,0.005134858502236344,0.0012310306789517988,0.02031617929145684,0.002902311327350977,-0.0003692300894399261,0.027460330251090008,0.02031617929145684,0.0010202189800715892,0.01674410381164025,0.02299523590131928,0.01607433965917464,0.02723707553360147,0.02813009440355562,0.001250662335800021,0.0010246810700086351,-0.0017796819308346647,0.9634171608717316
ENSG00000000460,ENSG00000000460,ENSG00000000460,0.0044650943497707325,-0.0001879583402220463,0.003572075479816587,-0.00010306442110496705,0.0002491539154277893,0.00043437776017520046,0.0011207539934555964,0.0031255660448395134,0.002902311327350977,0.0040185849147936605,0.008260424547075857,0.0044650943497707325,-0.0026356416185266407,0.0008930188699541469,0.00267905660986244,-0.0024948060263632298,0.0044650943497707325,0.0033488207623280503,0.0044650943497707325,0.0031255660448395134,0.007813915112098783,0.005260909233894457,0.0003724225209402676,0.0019167742413177425,0.007813915112098783,0.0055813679372134165,-0.00012570125440774412,-0.00021286863250669956,0.0004138581447688565,0.004911603784747807,0.00535811321972488,0.0011162735874426831,-0.003775468692727924,0.0024558018923739036,0.002902311327350977,0.0055813679372134165,0.0015627830224197567,0.0,0.002447943833022951,0.005804622654701954,0.00066976415246561,-1.7211472637348226e-05,0.0066976415246561005,0.006251132089679027,0.00035010361144964145,0.0044650943497707325,0.008483679264564394,0.003795330197305123,0.04130212273537928,0.006251132089679027,0.002074229087437628,0.001319452450229458,-0.0027075337633725967,0.37911249161537447
ENSG00000000938,ENSG00000000938,ENSG00000000938,0.06385084920172149,0.004910989446956087,0.012725518896846588,0.001346960058847068,0.00337435120360456,-0.0005041358128942034,0.002104068060760968,0.010939481156938298,0.008930188699541465,0.010492971721961224,0.0044650943497707325,0.014958066071731956,-0.000364631116560674,0.011832500026892442,0.010492971721961224,-0.0003958241701030136,0.009823207569495614,0.010492971721961224,0.011832500026892442,0.009823207569495614,0.011609245309403908,0.008683328568386382,-0.009107204931125556,0.0028104406989560527,0.0200929245739683,0.009153443417030003,-1.4024976637138344e-05,0.0010188450192354602,-0.00023265394653782044,0.012279009461869515,0.015627830224197566,0.0040185849147936605,-0.001829347795172206,0.004688349067259272,0.009599952852007074,0.12524589651106907,0.0031255660448395134,0.0020092924573968302,0.00322460549754551,0.0033488207623280503,0.00267905660986244,-0.0017265249831702387,0.007813915112098783,0.008037169829587321,0.0,0.014511556636754883,0.20115250045717156,0.008037169829587321,0.006920896242144637,0.008260424547075857,0.0031777880402909576,0.0020389974691005807,0.014828143994004476,0.9359966416447388
ENSG00000000971,ENSG00000000971,ENSG00000000971,0.1754782079459898,0.003705825006640162,0.12256683990120663,0.006535366911958662,0.008783721587663924,0.008261512207897441,0.006051667863459098,0.025227783076204647,0.028576603838532697,0.021209198161410984,0.007144150959633174,0.029916132143463916,-0.004642945046983306,0.0200929245739683,0.01674410381164025,-0.004268435900865898,0.016297594376663175,0.023218490618807812,0.008930188699541465,0.01473481135424342,0.18530141551548543,-0.012694888224043596,0.002773416136429797,-0.0007349475520846836,0.2540638685019547,0.11028783043933713,3.766358651408537e-05,0.003054567391122476,0.0012259880422487088,0.15315273619713615,0.04308816047528759,0.15873410413434955,-0.002487601440340856,0.05938575485195076,1.8554699570472284,0.188873490995302,0.028799858556021234,0.008483679264564394,0.007211611147221341,0.3308634913180113,0.006474386807167563,-0.0015924780164964,0.07925542470843051,0.10425995306714664,0.003992611418095737,0.12435287764111493,0.0426416510403105,0.09845533041244467,0.06117179259185904,0.13194353803572517,-0.0016333931222821242,0.0,-0.010938923812035064,1.6489674872857216
ENSG00000001460,ENSG00000001460,ENSG00000001460,0.011162735874426831,0.0,0.009153443417030003,-0.0011315671284533337,-0.0010418885131194128,-0.002837519574761135,-0.0004567965478352879,0.0133952830493122,0.007367405677121709,0.008930188699541465,0.012502264179358052,0.016297594376663175,0.0020564791166132568,0.013172028331823665,0.004241839632282197,0.0014884189451190234,0.007813915112098783,0.006920896242144637,0.012725518896846588,0.015627830224197566,0.008483679264564394,-0.0032405245898731497,2.43436751762637e-05,-8.071043416705991e-05,0.011162735874426831,0.01406504720177781,0.000356008809959083,-0.00037667584694751785,0.00022795347513431007,0.007367405677121709,0.05893924541697368,0.0044650943497707325,-0.0035095437759380716,0.01071622643944976,0.00133952830493122,0.016297594376663175,0.0024558018923739036,0.0008930188699541469,-0.0006042704526706884,0.011385990591915368,0.0015627830224197567,0.0027117141980427164,0.015627830224197566,0.008260424547075857,0.00031775495008506727,0.01071622643944976,0.004911603784747807,0.008260424547075857,0.10425995306714664,0.01674410381164025,0.0011379690488928168,0.0005279315425031029,-0.005238973521186078,0.532651806544577
ENSG00000001461,ENSG00000001461,ENSG00000001461,0.019869669856479765,-0.0013006166460541903,0.021209198161410984,-0.002074910324900727,-0.0020151835984641747,-0.00461616346222481,-0.0006773635125915945,0.11006457572184856,0.08572981151559808,0.12301334933618371,0.21477103822397228,0.2045013212194996,0.0028961225800512433,0.05268811332729466,0.08148797188331587,0.0037512526808678175,0.140203962582801,0.1283714625559086,0.1285947172733971,0.1605201418742579,0.03438122649323465,-0.00037402584956771967,0.0016825040049100197,-0.002664339934104947,0.03237193403583782,0.030362641578440985,0.000253853126213098,-0.0012393342983293512,0.0005995458482706752,0.036613773668120006,0.051571839739851966,0.018530141551548543,-0.001972431241623127,0.034157971775746115,0.002902311327350977,0.04666023595510416,0.01406504720177781,0.0044650943497707325,0.00010574484660913346,0.01942316042150269,0.007813915112098783,9.558463273321616e-05,0.20271528347959128,0.032148679318349284,0.0006857465286094652,0.0310324057309066,0.02388825477127342,0.03058589629592952,0.02076268872643391,0.1071622643944976,-0.0004383804001323488,-5.974761072050224e-05,-0.0037298911517772097,1.0769968665840624
ENSG00000004455,ENSG00000004455,ENSG00000004455,0.2058408495244308,0.00046870702400792137,0.18396188721055423,-0.00014558689534414462,0.0002728048557258933,-0.0001944227476789754,0.00035757992278619274,0.05447415106720294,0.04152537745286782,0.05626018880711124,0.051571839739851966,0.08372051905820124,-0.0034676937176642032,0.04755325482505831,0.048446273695012455,-0.0025066809246037046,0.05826948126450807,0.05224160389231758,0.07278103790126296,0.051795094457340506,0.21544080237643787,0.004178785932980219,0.0019126935967724236,0.0008870780414206374,0.2605382553091223,0.2562964156768401,0.0004770706018338918,-0.00030824677370469995,0.0007708538141003928,0.18396188721055423,0.231291887318124,0.10537622665458932,-0.002373730946183888,0.4174863217035636,0.19132929288767597,0.18574792495046247,0.06630665109409539,0.10336693419719248,0.0012592945164430888,0.1332830663406564,0.029692877425975376,-0.0002805599149294956,0.2091896702867589,0.155162028654533,0.00033032903154246,0.3402401894525299,0.173468915488593,0.1882037268428364,0.15717132111192983,0.301617123327013,0.001001106348416839,0.0007247783840548461,-0.0020651481978996144,1.9063673960766063
ENSG00000004487,ENSG00000004487,ENSG00000004487,0.04733000010756977,-0.0005684316304529778,0.07947867942591906,-0.00027930122703828105,-0.00036264453339004895,-4.5726990143915374e-05,0.0013108423243275648,0.05603693408962271,0.051795094457340506,0.05469740578469148,0.08506004736313248,0.056483443524599775,-0.0009794106869593859,0.031925424600860744,0.05759971711204247,-0.0017190267517258374,0.06652990581158393,0.049116037847478075,0.048446273695012455,0.0602787737219049,0.08305075490573564,0.002332780813902068,0.0012790677793625917,0.001537490129272388,0.08349726434071272,0.061395047309347583,-0.00012534761409187944,0.0002518385036089815,0.0002479602554128308,0.0602787737219049,0.12189707574874102,0.0334882076232805,-0.0032654177569630734,0.05938575485195076,0.023441745336296352,0.07322754733624001,0.027460330251090008,0.02946962270848684,0.0007014900170121893,0.11028783043933713,0.011832500026892442,0.001682811477377582,0.11542268894157345,0.09979485871737587,0.0005307460349674693,0.06295783033176734,0.06742292468153807,0.04889278312998953,0.3493936328695599,0.10492971721961224,0.001727243852929444,0.0009045118526788707,-0.004805923421760756,2.0042773655908594
ENSG00000006555,ENSG00000006555,ENSG00000006555,0.00044650943497707334,-0.002664052484162564,0.002902311327350977,-0.004856343354080246,-0.004633783355719141,-0.005281706759525557,0.00330890319249426,0.003572075479816587,0.004241839632282197,0.008260424547075857,0.0055813679372134165,0.003795330197305123,-0.002860926004668918,0.00022325471748853667,0.0040185849147936605,-0.0018301399074146065,0.015627830224197566,0.01004646228698415,0.0055813679372134165,0.0031255660448395134,0.007144150959633174,-0.0006196076930017703,-0.005559155998739209,0.003887752829118384,0.008483679264564394,0.027460330251090008,0.007569573571467167,-0.004753918352613015,0.014099776733480816,0.08595306623308661,0.01205575474438098,0.00022325471748853667,-0.00514390446407144,0.011609245309403908,0.00133952830493122,0.007144150959633174,0.007813915112098783,0.00044650943497707334,-0.004937843664508785,0.00066976415246561,0.0022325471748853663,0.006001105019604691,0.011609245309403908,0.049116037847478075,0.009633385992170056,0.042195141605333435,0.004241839632282197,0.02813009440355562,0.0015627830224197567,0.01071622643944976,0.00021560435810166097,0.012051359024142175,0.0008339083717152656,0.2326459887106396
ENSG00000007341,ENSG00000007341,ENSG00000007341,0.011609245309403908,3.989775231793417e-05,0.014958066071731956,0.0008886907828451793,0.0005325897701440105,0.0008636215035955437,0.0004978175616672587,0.012279009461869515,0.01205575474438098,0.015181320789220493,0.0200929245739683,0.012948773614335126,-0.0022603078964995825,0.00267905660986244,0.01004646228698415,-0.00195404904847746,0.018306886834060006,0.01473481135424342,0.012279009461869515,0.013618537766800736,0.0133952830493122,-0.0017111332824973496,0.0009826983703245364,0.0014697618521940393,0.014958066071731956,0.006920896242144637,-0.000570956328404885,0.00015325905213990003,-0.00044308997614024386,0.008260424547075857,0.0133952830493122,0.007813915112098783,-0.0031125302655589434,0.008483679264564394,0.004688349067259272,0.009599952852007074,0.00267905660986244,0.003572075479816587,0.0016127001532508691,0.015181320789220493,0.0017860377399082936,0.0008936813086929152,0.015627830224197566,0.01607433965917464,0.0009812428224782288,0.006474386807167563,0.006251132089679027,0.0033488207623280503,0.14332952862764056,0.02813009440355562,0.001713425430020658,0.0013252038794448352,-0.003967276788103475,0.8307981292197048
